Timestamp,Imagem,Tipo,Valores
2025-02-19 13:13:01,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(6.163450474162445), np.float64(5.951829857023821), np.float64(5.369873159892602), np.float64(4.840821617046041), np.float64(4.311770074199479), np.float64(3.729813377068261), np.float64(3.2007618342216992), np.float64(2.6717102913751374), np.float64(2.0897535942439194), np.float64(1.5607020513973573), np.float64(4.417580382768791), np.float64(5.4227783141772585)]"
2025-02-19 13:13:12,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03100779294984]
2025-02-19 13:13:12,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(6.163466778120486), np.float64(5.95184560118931), np.float64(5.369887364628578), np.float64(4.840834422300639), np.float64(4.311781479972701), np.float64(3.729823243411968), np.float64(3.200770301084029), np.float64(2.6717173587560903), np.float64(2.0897591221953578), np.float64(1.560706179867419), np.float64(4.417592068438288), np.float64(5.422792658861372)]"
2025-02-19 13:13:24,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03136242434503]
2025-02-19 13:13:24,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(6.16349938629534), np.float64(5.9518770897701785), np.float64(5.3699157743259835), np.float64(4.840860033013079), np.float64(4.311804291700174), np.float64(3.729842976255979), np.float64(3.200787234943074), np.float64(2.671731493630169), np.float64(2.0897701781859737), np.float64(1.560714436873069), np.float64(4.417615439962755), np.float64(5.422821348457274), np.float64(0.7142252507724215)]"
2025-02-19 13:13:36,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03162840035394]
2025-02-19 13:13:36,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(5.951900706424482), np.float64(5.36993708179631), np.float64(4.840879241225245), np.float64(4.31182140065418), np.float64(3.7298577760260088), np.float64(3.2007999354549437), np.float64(2.6717420948838786), np.float64(2.0897784702557067), np.float64(1.5607206296846419), np.float64(4.417632968768393), np.float64(5.422842865853417)]"
2025-02-19 15:31:09,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03162840035394]
2025-02-19 15:31:09,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(5.951900706424482), np.float64(5.36993708179631), np.float64(4.840879241225245), np.float64(4.31182140065418), np.float64(3.7298577760260088), np.float64(3.2007999354549437), np.float64(2.6717420948838786), np.float64(2.0897784702557067), np.float64(1.5607206296846419), np.float64(4.417632968768393), np.float64(5.422842865853417)]"
2025-02-19 15:31:29,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p2__ALIGN.png,Comprimento Total,[np.float64(66.71957671957672)]
2025-02-19 15:31:29,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p2__ALIGN.png,Diâmetros,"[np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(5.9523809523809526), np.float64(5.423280423280423), np.float64(4.894179894179895), np.float64(4.365079365079366), np.float64(3.7830687830687832), np.float64(3.2539682539682544), np.float64(2.724867724867725), np.float64(2.1693121693121693), np.float64(1.613756613756614), np.float64(6.216931216931218), np.float64(6.269841269841271)]"
2025-02-19 15:35:00,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03162840035394]
2025-02-19 15:35:00,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(5.951900706424482), np.float64(5.36993708179631), np.float64(4.840879241225245), np.float64(4.31182140065418), np.float64(3.7298577760260088), np.float64(3.2007999354549437), np.float64(2.6717420948838786), np.float64(2.0897784702557067), np.float64(1.5607206296846419), np.float64(4.417632968768393), np.float64(5.422842865853417)]"
2025-02-19 15:35:19,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Comprimento Total,[np.float64(67.03703703703704)]
2025-02-19 15:35:20,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Diâmetros,"[np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(5.9523809523809526), np.float64(5.370370370370371), np.float64(4.841269841269842), np.float64(4.2857142857142865), np.float64(3.7301587301587302), np.float64(3.2010582010582014), np.float64(2.671957671957672), np.float64(2.08994708994709), np.float64(1.560846560846561), np.float64(4.417989417989419), np.float64(5.423280423280423)]"
2025-02-19 15:40:20,./mnt/data/P1_ALIGN.png,Comprimento Total,[67.03162840035394]
2025-02-19 15:40:20,./mnt/data/P1_ALIGN.png,Diâmetros,"[np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(6.163523842652908), np.float64(5.951900706424482), np.float64(5.36993708179631), np.float64(4.840879241225245), np.float64(4.31182140065418), np.float64(3.7298577760260088), np.float64(3.2007999354549437), np.float64(2.6717420948838786), np.float64(2.0897784702557067), np.float64(1.5607206296846419), np.float64(4.417632968768393), np.float64(5.422842865853417)]"
2025-02-19 15:40:35,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Comprimento Total,[np.float64(67.03703703703704)]
2025-02-19 15:40:35,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Diâmetros,"[np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(5.9523809523809526), np.float64(5.370370370370371), np.float64(4.841269841269842), np.float64(4.2857142857142865), np.float64(3.7301587301587302), np.float64(3.2010582010582014), np.float64(2.671957671957672), np.float64(2.08994708994709), np.float64(1.560846560846561), np.float64(4.417989417989419), np.float64(5.423280423280423)]"
2025-02-19 15:41:06,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Comprimento Total,[np.float64(67.03703703703704)]
2025-02-19 15:41:06,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p1__ALIGN.png,Diâmetros,"[np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(6.164021164021165), np.float64(5.9523809523809526), np.float64(5.370370370370371), np.float64(4.841269841269842), np.float64(4.2857142857142865), np.float64(3.7301587301587302), np.float64(3.2010582010582014), np.float64(2.671957671957672), np.float64(2.08994708994709), np.float64(1.560846560846561), np.float64(4.417989417989419), np.float64(5.423280423280423)]"
2025-02-19 15:41:14,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p3__ALIGN.png,Comprimento Total,[np.float64(68.30687830687832)]
2025-02-19 15:41:14,C:/Users/alexandre.panosso/Dropbox/DPro/Microdont/09_Automacao_2025/05_SizeIT/mnt/data/p3__ALIGN.png,Diâmetros,"[np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.190476190476191), np.float64(6.137566137566138), np.float64(5.555555555555556), np.float64(5.026455026455027), np.float64(4.444444444444445), np.float64(3.915343915343916), np.float64(3.3333333333333335), np.float64(2.8042328042328046), np.float64(2.2222222222222223), np.float64(1.6931216931216932), np.float64(3.4391534391534395), np.float64(4.973544973544974), np.float64(0.052910052910052914)]"
